Article ID,Generated 1,Reference keywords,Generated 2,Match % (Generated 1),Match % (Generated 2)
Blinova_IMS_2017,"типа, pl.pej, именных групп, форм, множественного пейоративного, формы, сидоровых, множественного, групп, форм pl.pej","русский язык, веб-корпус, rutenten, параметры поиска, семантика, частные значения числа, имена собственные, пейоративное множественное, сочетаемость, кванторные
слова, отрицательное мнение о людях, анализ тональности.","именные группы,конструкция,компоненты,элективные конструкция,счётные существительные,русский язык,результаты исследования,пятьсот сидоровых,применение cql,наречия типа",0.0,8.33
Bogomolova_IMS_2013,,,"государственное управление,предметная область,россия,коллекции,формирование онтологии,тематические публикации,статистические данные,сквозной поиск,разработка онтологии,помощь онтологии",,
Bogoraz_IMS_2013,,,"различные показатели,межсетевые экраны,информационные системы,статья,сравнение,приложение,анализ",,
Bogoraz_IMS_2014,"социальные сети, социальной сети, сети, социальных сетей, социальных сетях, социальных, социальная сеть, пользователя, социальные, социальной","социальные сети, распределенные социальные сети, децентрализованные социальные сети, анализ, безопасность, персональные данные, приватность","социальные сети,типовая архитектура,социальная сеть,прямые угроза,повышение сохранности,основные проблемы,косвенные угроза,данная работа,безопасное взаимодействие,анализ угроз",14.29,14.29
Boikov_IMS_2018,"стихового текста, рифмующихся слов, согласных, рифмы, рифма, слов, текста, кортежей согласных, гласных, стихового","automated rhyme search, information-analytical system, phonetic word model, verse mark up, specification of verse text, thesaurus of poetics, accuracy and richness of rhyme, formal language of verse description","стиховой текст,рифмующиеся слова,рифмы,формально-языковой модель,полученная классификация,очевидная процедура,классификационный код,богатство созвучия,атрибут спецификации,автоматическое поиск",0.0,0.0
Boikov_IMS_2018,"стихового текста, рифмующихся слов, согласных, рифмы, рифма, слов, текста, кортежей согласных, гласных, стихового","автоматический поиск рифмы, информационно-аналитическая
система, модель фонетического слова, разметка стиха, созвучие, спецификация
стихового текста, тезаурус по поэтологии, точность и богатство рифмы, формальный
язык стиха.","стиховой текст,рифмующиеся слова,рифмы,формально-языковой модель,полученная классификация,очевидная процедура,классификационный код,богатство созвучия,атрибут спецификации,автоматическое поиск",0.0,0.0
Boikov_IMS_2019,"имеет место, слоговым объемом, min, max, икте, объемные показатели, междуиктовых интервалов, стих, место ударение, слова","verse, verse segmentation, syllabic volume of a verse segment, inter-ictic interval, meter-generating verse period, verse meter, verse meter regulatives","стиховой текст,русский стих,метр,формально-языковая модель,фонетичское слово,такие явления,схемный ударение,слоговой представление,ритм стиха,репертуар метров",0.0,0.0
Boikov_IMS_2019,"имеет место, слоговым объемом, min, max, икте, объемные показатели, междуиктовых интервалов, стих, место ударение, слова","стих, сегментация стиха, слоговой объем сегмента стиха, междуиктовый интервал, метрообразующий период стиха, метр стиха, регулятивы
стихового метра.","стиховой текст,русский стих,метр,формально-языковая модель,фонетичское слово,такие явления,схемный ударение,слоговой представление,ритм стиха,репертуар метров",14.29,0.0
Bolgov_IMS_2013,,,"электронное участие,электронная демократия,сравнительное анализ,разные страны,пять опросов,проведённое авторы,восточная европа,важные сектор,швейцария,угроза",,
Borisov_IMS_2014,,,"ряд,театральные проекты,театральные представления,театральные постановки,российская федерация,прототип системы,программа развития,новая сцена,мультимедиа технологий,многопотоковая интернет-трансляция",,
Borisov_Shustrova_IMS,,,"точка зрения,средство коммуникации,современные технологии,новые технологии,текст,театр,пространство,использование,интернет,аудитория",,
Borisov_Zakharkina_IMS,,,"театральный коллективы,творческая деятельность,новая сцена,многопотоковое онлайн-вещание,виртуальная лаборатория,александринский театр,проблемы,портал,инструмент",,
Boyarsky_IMS_2013,,,"использование,фразеологические словосочетания,синтаксический анализ,процедура токенизации,принципы работы,предсинтаксический модуль,отдельные слова,морфологический разбор,ближайшее контекст,неоднозначность",,
Boyarsky_IMS_2015,"следует сущ, сущ, стоит сущ, словосочетанием следует, прил, предлог, словосочетания стоит, словосочетанием, следует, стоит","sentence analysis, collocations, parts of speech","эквивалентные слово,точность порядка,такие словосочетания,семантические значения,свободные словосочетания,русский язык,проведённая оценка,правое контекст,подобные словосочетания,некоторые случаи",0.0,0.0
Boyarsky_IMS_2015,"следует сущ, сущ, стоит сущ, словосочетанием следует, прил, предлог, словосочетания стоит, словосочетанием, следует, стоит","анализ предложения, обороты, словосочетания, части речи","эквивалентные слово,точность порядка,такие словосочетания,семантические значения,свободные словосочетания,русский язык,проведённая оценка,правое контекст,подобные словосочетания,некоторые случаи",0.0,0.0
Boyarsky_IMS_2015,,"анализ предложения, обороты, словосочетания, части речи","эквивалентные слово,точность порядка,такие словосочетания,семантические значения,свободные словосочетания,русский язык,проведённая оценка,правое контекст,подобные словосочетания,некоторые случаи",,0.0
Boyarsky_IMS_2017,"словосочетание, ближайшем контексте, предлога, следует слово, сочетанием предлога, слово, является словосочетание, контексте, ним следует, наречные обороты","sentence analysis, collocations, morphological analysis, parts of speech, lemmas, semantic classes.","удалённый контекст,ближайшее контекст,существительное,словосочетания,эквивалентные слово,устойчивый оборот,снятие омонимии,семантические классы,русскоязычное текст,решение вопроса",0.0,0.0
Boyarsky_IMS_2017,"словосочетание, ближайшем контексте, предлога, следует слово, сочетанием предлога, слово, является словосочетание, контексте, ним следует, наречные обороты","анализ предложения, словосочетания, лексические обороты, морфологический анализ, части речи, леммы, семантические классы.","удалённый контекст,ближайшее контекст,существительное,словосочетания,эквивалентные слово,устойчивый оборот,снятие омонимии,семантические классы,русскоязычное текст,решение вопроса",0.0,14.29
Boyarsky_IMS_2019,"слово, прописной буквы, слова, словаре, слов, некоторых случаях, случаях, целевое слово, топонимов, название","toponyms, ambiguity, text analysis, parser, marker words","топонимы,словарь,частотные словосочетания,узкоспециальный характер,сопутствующие слова,соответствующее класс,семантико-синтаксический анализ,ряд случаев,русскоязычные тексты,полученные результаты",0.0,0.0
Boyarsky_IMS_2019,"слово, прописной буквы, слова, словаре, слов, некоторых случаях, случаях, целевое слово, топонимов, название","топонимы, омонимия, анализ текста, парсер, маркерные слова","топонимы,словарь,частотные словосочетания,узкоспециальный характер,сопутствующие слова,соответствующее класс,семантико-синтаксический анализ,ряд случаев,русскоязычные тексты,полученные результаты",0.0,20.0
Boyarsky_IMS_2021,"предложные обороты, слов, обороты, фраземы, оборотов, например, сочетанием слов, предложных оборотов, является, предложные","automatic text analysis, homonymy, lexical phrases, prepositional groups","фраземы,частотные фразем,частеречная омонимия,функции предлогов,удалённый контекст,третья группа,такие обороты,снятие омонимии,сложность анализа,семантическая неоднозначность",0.0,0.0
Boyarsky_IMS_2021,"предложные обороты, слов, обороты, фраземы, оборотов, например, сочетанием слов, предложных оборотов, является, предложные","автоматический анализ текста, омонимия, словосочетания, лексические обороты, предложные группы","фраземы,частотные фразем,частеречная омонимия,функции предлогов,удалённый контекст,третья группа,такие обороты,снятие омонимии,сложность анализа,семантическая неоднозначность",0.0,0.0
Boykov_IMS_2013,,,"системообразующее ядро,русская поэзия,поэтические тексты,логико-семантическая модель,данный тезаурус,аналитическая обработка,требования,тезаурус,поэтология,модель",,
Brodovskaya_IMS_2013,,,"статья,современная россия,российские пользователи,политические функции,политическая субъектность,особенности восприятия,глобальная сеть,шолохов,пространство,интернет",,
Brodovskaya_IMS_2014,"школа великих, великих книг, книг, великих, школа, исследования, участников, клубе, сообщений, участников исследования","самообразование, кибернетический анализ, россия, великие книги, эффективность, россия, язык, социальные медиа, контент-анализ, сообщения","такое метод,оценка работы,киберметрический анализ,великие книги,школа,статья,совершенствование,рекомендации,результаты,реализация",0.0,11.11
Brodovskaya_Karzubov_IMS,,,"электронное голосование,электронная демократия,характер изменений,социальные сети,сетевые имиджи,проправительственные структуры,политологический сообщество,политические системы,политические партия,политические лидеры",,
Brodovskaya_Siniakov_IMS,,,"ценностный выбор,ценностные стереотипы,ценностные предпочтения,ценностные ориентации,ценностная структура,ценностная иерархия,тип интернет-культуры,результат исследования,одна сторона,инструментарий исследования",,
Chekmeneva_IMS_2018,"цвет, сочетания, цвета, красный, метафоры, частотными оказались, белый, синий, фиолетовый, слово","corpus linguistics, frequency of lexical units, russian national corpus, colors, berlin and kay theory, basic color terms, synesthetic metaphors","русский язык,проблема употребления,обозначающие цвет,метафорические цветообозначения,корпусные исследования,данная работа,абстрактные существительные,прилагательные-цветообозначения,основа,корреляция",0.0,0.0
Chekmeneva_IMS_2018,"цвет, сочетания, цвета, красный, метафоры, частотными оказались, белый, синий, фиолетовый, слово","корпусы текстов, частотность лексических единиц, поэтический
корпус нкря, прилагательные обозначающие цвета, теория базовых обозначений
цвета берлина и кэя, синестетическая метафора","русский язык,проблема употребления,обозначающие цвет,метафорические цветообозначения,корпусные исследования,данная работа,абстрактные существительные,прилагательные-цветообозначения,основа,корреляция",0.0,0.0
Chekmeneva_IMS_2019,"области цели, метафора, области, метафоры, музыка, слова, является, области источника, цели, метафора является","corpus linguistics, metaphor, conceptual metaphor, cognitive metaphor, corpus of
texts","автор,различные теория,процесс исследования,описывающие метафора,музыковедческий дискурс,музыковедческая тематика,корпус текстов,концептуальная метафоры,исследование феномена,данная работа",0.0,0.0
Chekmeneva_IMS_2019,"области цели, метафора, области, метафоры, музыка, слова, является, области источника, цели, метафора является","корпусная лингвистика, корпус текстов, метафора, концептуальная метафора, музыковедческий дискурс","автор,различные теория,процесс исследования,описывающие метафора,музыковедческий дискурс,музыковедческая тематика,корпус текстов,концептуальная метафоры,исследование феномена,данная работа",20.0,40.0
Chirkin_IMS_2013,,,"частые проблемы,data mining,data extraction,статья,сеть,решения,описание,интернет",,
ChizhikEgorov_IMS_2022,"симптомов, пользователя, егоров введение, мультимодальные интеллектуальные, интеллектуальные ассистенты, данных, данные, задачи, взаимодействия, пациента","чат-бот, человеко-машинный диалог, векторизация текста, интента","эмпатичная беседа,экспериментальная реализация,такие приложения,методы построения,медицинские цели,логистическая регрессия,конкретная цель,данная статья,функциональность,удовлетворение",0.0,0.0
ChizhikEgorov_IMS_2023,"рис, данных, симптомов, пациентов, поэтому, симптома, модель, модели, является, логистической регрессии","здравоохранение, разговорный ии, языковые модели, человеко-машинный диалог","разработанный модуль,предупреждение заболеваний,предварительный диагноз,превентивная медицина,поддержка модели,особенности моделей,общий алгоритм,модуль обработки,метрики качества,машинное обучение",0.0,0.0
ChizhikMelnikovaZakharov_IMS_2022,"социального настроения, данных, тональности комментариев, настроения, настроение, тональности, комментариев, социальное настроение, рис, является","эмоциональное картирование, тематическое моделирование, оценка тональности, векторизация текста","цель выделения,тематические паблики,социальная сеть,случайный лес,отражающая индекс,опорные векторы,описание эксперимента,несколько алгоритмов,машинное обучение,логистическая регрессия",0.0,0.0
ChizhikMelnikova_IMS_2022,"данных, данные, текстовых данных, медицинских данных, медицинских, датасет, информации, симптомов, обработка текстовой, естественном языке","датасет, ner, анализ текста","собственный эксперимент,слабоструктурированные тексты,проведённое исследование,последующее анализ,опубликованный датасет,описание проблем,медицинская сфера,именованные сущности,диалоговый агент,данная статья",33.33,0.0
Chizhik_IMS_2013,,,"случай рекламы,рекламные кампании,возможные технологии,статья,сеть,интернет,анализ,автор",,
Chizhik_IMS_2014,"сми, массовой информации, информации, сети интернет, традиционных сми, читательской аудитории, аудитории, сети, аудитории сми, интернет","медиа, медиакоммуникация, традиционные сми, интернет-сми, twitter-аудитория, пост, сетевой анализ, гражданская журналистика, информеры, агрегатов, социальные сети","традиционные сми,данный исследование,статья,рамки,интернет,анализ",0.0,9.09
